hhnumber,signup,birth,employ,marital,sex,age,eduage,socclass,adult,children,shoptrips,shopbycar,transport,car,carnum,inc_hrp_a060,inc_grossnormalweekly_p344,inc_weeklyhhdispos_p389,inc_grosscurrenthhincome_p352
26912,9999,9999,9999,9999,9999,9999,9999,9999,3,0,9999,9999,9999,9999,9999,9999,9999,9999,8076
26913,9999,9999,9999,9999,9999,9999,9999,9999,8,0,9999,9999,9999,9999,9999,9999,9999,9999,623
26914,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,2676
26916,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
26929,9999,9999,9999,9999,9999,9999,9999,9999,1,0,9999,9999,9999,9999,9999,9999,9999,9999,623
26932,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
26934,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,623
26937,9999,9999,9999,9999,9999,9999,9999,9999,3,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
26938,9999,9999,9999,9999,9999,9999,9999,9999,3,0,9999,9999,9999,9999,9999,9999,9999,9999,8076
26939,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
26940,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,8076
26950,9999,9999,9999,9999,9999,9999,9999,9999,3,0,9999,9999,9999,9999,9999,9999,9999,9999,19615
26960,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
26961,9999,9999,9999,9999,9999,9999,9999,9999,6,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
26963,9999,9999,9999,9999,9999,9999,9999,9999,6,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
26965,9999,9999,9999,9999,9999,9999,9999,9999,6,0,9999,9999,9999,9999,9999,9999,9999,9999,230
26966,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,19615
26967,9999,9999,9999,9999,9999,9999,9999,9999,8,0,9999,9999,9999,9999,9999,9999,9999,9999,19615
26968,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,623
26971,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
26972,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,230
26974,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,230
26975,9999,9999,9999,9999,9999,9999,9999,9999,3,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
26976,9999,9999,9999,9999,9999,9999,9999,9999,3,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
26981,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
26982,9999,9999,9999,9999,9999,9999,9999,9999,3,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
26983,9999,9999,9999,9999,9999,9999,9999,9999,6,0,9999,9999,9999,9999,9999,9999,9999,9999,623
27708,9999,9999,9999,9999,9999,9999,9999,9999,6,0,9999,9999,9999,9999,9999,9999,9999,9999,2676
27722,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
27723,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
27728,9999,9999,9999,9999,9999,9999,9999,9999,3,0,9999,9999,9999,9999,9999,9999,9999,9999,2676
27745,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,2676
27751,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
27761,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,230
27767,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
27768,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
27772,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,2676
27776,9999,9999,9999,9999,9999,9999,9999,9999,6,0,9999,9999,9999,9999,9999,9999,9999,9999,2676
27777,9999,9999,9999,9999,9999,9999,9999,9999,9,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
27784,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
27787,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
27790,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
27791,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,230
27796,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,2676
27820,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,2676
27827,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,2676
27830,9999,9999,9999,9999,9999,9999,9999,9999,9,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
27839,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,623
27844,9999,9999,9999,9999,9999,9999,9999,9999,8,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
27845,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
27847,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,2676
27851,9999,9999,9999,9999,9999,9999,9999,9999,6,0,9999,9999,9999,9999,9999,9999,9999,9999,2676
27852,9999,9999,9999,9999,9999,9999,9999,9999,7,0,9999,9999,9999,9999,9999,9999,9999,9999,2676
27859,9999,9999,9999,9999,9999,9999,9999,9999,3,0,9999,9999,9999,9999,9999,9999,9999,9999,2676
27861,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
27862,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
27866,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,2676
27870,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,623
27871,9999,9999,9999,9999,9999,9999,9999,9999,10,0,9999,9999,9999,9999,9999,9999,9999,9999,623
27873,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
27881,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
27882,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,2676
27887,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
27888,9999,9999,9999,9999,9999,9999,9999,9999,3,0,9999,9999,9999,9999,9999,9999,9999,9999,623
27889,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,623
27890,9999,9999,9999,9999,9999,9999,9999,9999,7,0,9999,9999,9999,9999,9999,9999,9999,9999,2676
27891,9999,9999,9999,9999,9999,9999,9999,9999,6,0,9999,9999,9999,9999,9999,9999,9999,9999,230
27892,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,8076
27896,9999,9999,9999,9999,9999,9999,9999,9999,3,0,9999,9999,9999,9999,9999,9999,9999,9999,230
27897,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,230
27898,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,623
27899,9999,9999,9999,9999,9999,9999,9999,9999,8,0,9999,9999,9999,9999,9999,9999,9999,9999,8076
27901,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,230
27902,9999,9999,9999,9999,9999,9999,9999,9999,6,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
27904,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
27906,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,623
27907,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,623
27908,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,230
27913,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,230
27918,9999,9999,9999,9999,9999,9999,9999,9999,3,0,9999,9999,9999,9999,9999,9999,9999,9999,623
27920,9999,9999,9999,9999,9999,9999,9999,9999,3,0,9999,9999,9999,9999,9999,9999,9999,9999,230
27922,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,230
27923,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,623
27925,9999,9999,9999,9999,9999,9999,9999,9999,3,0,9999,9999,9999,9999,9999,9999,9999,9999,623
27926,9999,9999,9999,9999,9999,9999,9999,9999,3,0,9999,9999,9999,9999,9999,9999,9999,9999,230
27927,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,230
27928,9999,9999,9999,9999,9999,9999,9999,9999,7,0,9999,9999,9999,9999,9999,9999,9999,9999,230
27929,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,230
27933,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,623
27934,9999,9999,9999,9999,9999,9999,9999,9999,6,0,9999,9999,9999,9999,9999,9999,9999,9999,8076
27936,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,623
27937,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,8076
27938,9999,9999,9999,9999,9999,9999,9999,9999,6,0,9999,9999,9999,9999,9999,9999,9999,9999,230
27940,9999,9999,9999,9999,9999,9999,9999,9999,3,0,9999,9999,9999,9999,9999,9999,9999,9999,230
27942,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,8076
27945,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
27947,9999,9999,9999,9999,9999,9999,9999,9999,7,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
27950,9999,9999,9999,9999,9999,9999,9999,9999,3,0,9999,9999,9999,9999,9999,9999,9999,9999,623
27951,9999,9999,9999,9999,9999,9999,9999,9999,3,0,9999,9999,9999,9999,9999,9999,9999,9999,623
27954,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,230
27955,9999,9999,9999,9999,9999,9999,9999,9999,6,0,9999,9999,9999,9999,9999,9999,9999,9999,230
27957,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
27958,9999,9999,9999,9999,9999,9999,9999,9999,6,0,9999,9999,9999,9999,9999,9999,9999,9999,230
27961,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,623
27962,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,230
27964,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,2676
27965,9999,9999,9999,9999,9999,9999,9999,9999,6,0,9999,9999,9999,9999,9999,9999,9999,9999,8076
27966,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,8076
27970,9999,9999,9999,9999,9999,9999,9999,9999,11,0,9999,9999,9999,9999,9999,9999,9999,9999,623
27973,9999,9999,9999,9999,9999,9999,9999,9999,6,0,9999,9999,9999,9999,9999,9999,9999,9999,623
27974,9999,9999,9999,9999,9999,9999,9999,9999,3,0,9999,9999,9999,9999,9999,9999,9999,9999,230
27975,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
27977,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
27978,9999,9999,9999,9999,9999,9999,9999,9999,3,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
27979,9999,9999,9999,9999,9999,9999,9999,9999,7,0,9999,9999,9999,9999,9999,9999,9999,9999,8076
27980,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
27984,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,623
27985,9999,9999,9999,9999,9999,9999,9999,9999,6,0,9999,9999,9999,9999,9999,9999,9999,9999,623
27987,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,623
27988,9999,9999,9999,9999,9999,9999,9999,9999,7,0,9999,9999,9999,9999,9999,9999,9999,9999,230
27989,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,623
27990,9999,9999,9999,9999,9999,9999,9999,9999,6,0,9999,9999,9999,9999,9999,9999,9999,9999,623
27991,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,230
27993,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,623
27994,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
27995,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
27996,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,2676
27997,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
27998,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,623
28971,9999,9999,9999,9999,9999,9999,9999,9999,8,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
28972,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
28986,9999,9999,9999,9999,9999,9999,9999,9999,8,0,9999,9999,9999,9999,9999,9999,9999,9999,2676
28988,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
28991,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,2676
28992,9999,9999,9999,9999,9999,9999,9999,9999,3,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29013,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29015,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,8076
29016,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
29029,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,8076
29033,9999,9999,9999,9999,9999,9999,9999,9999,9,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29037,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,19615
29051,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,8076
29058,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,2676
29059,9999,9999,9999,9999,9999,9999,9999,9999,13,0,9999,9999,9999,9999,9999,9999,9999,9999,2676
29069,9999,9999,9999,9999,9999,9999,9999,9999,6,0,9999,9999,9999,9999,9999,9999,9999,9999,8076
29090,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29094,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
29095,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29098,9999,9999,9999,9999,9999,9999,9999,9999,3,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
29102,9999,9999,9999,9999,9999,9999,9999,9999,6,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29108,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,8076
29124,9999,9999,9999,9999,9999,9999,9999,9999,7,0,9999,9999,9999,9999,9999,9999,9999,9999,8076
29131,9999,9999,9999,9999,9999,9999,9999,9999,3,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29132,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,8076
29134,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
29138,9999,9999,9999,9999,9999,9999,9999,9999,3,0,9999,9999,9999,9999,9999,9999,9999,9999,19615
29139,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29145,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29151,9999,9999,9999,9999,9999,9999,9999,9999,3,0,9999,9999,9999,9999,9999,9999,9999,9999,8076
29165,9999,9999,9999,9999,9999,9999,9999,9999,3,0,9999,9999,9999,9999,9999,9999,9999,9999,8076
29169,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
29173,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29174,9999,9999,9999,9999,9999,9999,9999,9999,3,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29179,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
29180,9999,9999,9999,9999,9999,9999,9999,9999,3,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
29187,9999,9999,9999,9999,9999,9999,9999,9999,3,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
29189,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29198,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29199,9999,9999,9999,9999,9999,9999,9999,9999,1,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29204,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,230
29207,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,230
29215,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29217,9999,9999,9999,9999,9999,9999,9999,9999,3,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29234,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29237,9999,9999,9999,9999,9999,9999,9999,9999,6,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
29241,9999,9999,9999,9999,9999,9999,9999,9999,3,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
29243,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29244,9999,9999,9999,9999,9999,9999,9999,9999,7,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29245,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,2676
29246,9999,9999,9999,9999,9999,9999,9999,9999,10,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29247,9999,9999,9999,9999,9999,9999,9999,9999,3,0,9999,9999,9999,9999,9999,9999,9999,9999,2676
29256,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,19615
29257,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,19615
29259,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,19615
29260,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29269,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29272,9999,9999,9999,9999,9999,9999,9999,9999,3,0,9999,9999,9999,9999,9999,9999,9999,9999,2676
29273,9999,9999,9999,9999,9999,9999,9999,9999,6,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
29280,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,19615
29282,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,19615
29285,9999,9999,9999,9999,9999,9999,9999,9999,3,0,9999,9999,9999,9999,9999,9999,9999,9999,19615
29290,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29293,9999,9999,9999,9999,9999,9999,9999,9999,3,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29307,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
29309,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29312,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29313,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29314,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,230
29315,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,230
29323,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29328,9999,9999,9999,9999,9999,9999,9999,9999,3,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
29340,9999,9999,9999,9999,9999,9999,9999,9999,3,0,9999,9999,9999,9999,9999,9999,9999,9999,2676
29343,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29350,9999,9999,9999,9999,9999,9999,9999,9999,6,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
29355,9999,9999,9999,9999,9999,9999,9999,9999,9,0,9999,9999,9999,9999,9999,9999,9999,9999,230
29356,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
29364,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
29365,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
29369,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
29370,9999,9999,9999,9999,9999,9999,9999,9999,6,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
29371,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,2676
29372,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29373,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,8076
29375,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
29386,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
29397,9999,9999,9999,9999,9999,9999,9999,9999,3,0,9999,9999,9999,9999,9999,9999,9999,9999,2676
29399,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29405,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29408,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29410,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,8076
29414,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29416,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29418,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,8076
29419,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29431,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,230
29436,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29437,9999,9999,9999,9999,9999,9999,9999,9999,1,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29438,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29447,9999,9999,9999,9999,9999,9999,9999,9999,6,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29448,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,8076
29449,9999,9999,9999,9999,9999,9999,9999,9999,6,0,9999,9999,9999,9999,9999,9999,9999,9999,8076
29454,9999,9999,9999,9999,9999,9999,9999,9999,7,0,9999,9999,9999,9999,9999,9999,9999,9999,19615
29456,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
29470,9999,9999,9999,9999,9999,9999,9999,9999,2,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
29481,9999,9999,9999,9999,9999,9999,9999,9999,6,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
29499,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29501,9999,9999,9999,9999,9999,9999,9999,9999,4,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29502,9999,9999,9999,9999,9999,9999,9999,9999,10,0,9999,9999,9999,9999,9999,9999,9999,9999,2676
29506,9999,9999,9999,9999,9999,9999,9999,9999,3,0,9999,9999,9999,9999,9999,9999,9999,9999,623
29507,9999,9999,9999,9999,9999,9999,9999,9999,6,0,9999,9999,9999,9999,9999,9999,9999,9999,1569
29508,9999,9999,9999,9999,9999,9999,9999,9999,5,0,9999,9999,9999,9999,9999,9999,9999,9999,8076
